,REMOTE,START_DATE,TENURE_YEARS,SALARY,AGE,DISTANCE_FROM_HOME_TO_OFFICE_MILES_IF_NOT_REMOTE,AVERAGE_COMMUTE_MINUTES_IF_NOT_REMOTE,CHANGE_READINESS_1,CHANGE_READINESS_2,CHANGE_READINESS_3,CHANGE_READINESS_4,CHANGE_READINESS_5,CHANGE_COMMITMENT_1,CHANGE_COMMITMENT_2,CHANGE_COMMITMENT_3,CHANGE_COMMITMENT_4,CHANGE_COMMITMENT_5,SLEEP_INTERVENTION,EXERCISE_INTERVENTION,SMOKING_INTERVENTION,PRE_HOURS_OF_SLEEP,PRE_QUALITY_OF_SLEEP,PRE_DAILY_EXERCISE_MIN,PRE_BMI,PRE_SMOKING,POST_HOURS_OF_SLEEP,POST_QUALITY_OF_SLEEP,POST_DAILY_EXERCISE,POST_BMI,POST_SMOKING,PRE_ABSENTEEISM_DAYS_MONTH,PRE_PERFORMANCE,PRE_INTENTION_TO_STAY,POST_INTENTION_TO_STAY,POST_ABSENTEEISM,POST_PERFORMANCE,PRE_ENGAGEMENT_QUESTION_1,PRE_ENGAGEMENT_QUESTION_2,PRE_ENGAGEMENT_QUESTION_3,PRE_SATISFACTION_QUESTION_1,PRE_SATISFACTION_QUESTION_2,PRE_SATISFACTION_QUESTION_3,POST_ENGAGEMENT_QUESTION_1,POST_ENGAGEMENT_QUESTION_2,POST_ENGAGEMENT_QUESTION_3,POST_SATISFACTION_QUESTION_1,POST_SATISFACTION_QUESTION_2,POST_SATISFACTION_QUESTION_3,GENDER_FEMALE,GENDER_MALE,CHILDREN__N,CHILDREN__Y,RACE_ASIAN,RACE_BLACK,RACE_HISPANIC,RACE_NATIVE_AMERICAN,RACE_TWO_OR_MORE_RACES,RACE_WHITE,OFFICE_LOCATION_CO,OFFICE_LOCATION_IL,OFFICE_LOCATION_MN,OFFICE_LOCATION_UT,EMPLOYEE_LEVEL_DIRECTOR,EMPLOYEE_LEVEL_JUNIOR,EMPLOYEE_LEVEL_MANAGER,EMPLOYEE_JOB_FAMILY_ACCOUNTING_AND_FINANCE,EMPLOYEE_JOB_FAMILY_ADMINISTRATIVE,EMPLOYEE_JOB_FAMILY_CUSTOMER_SERVICE,EMPLOYEE_JOB_FAMILY_LEGAL,EMPLOYEE_JOB_FAMILY_MARKETING_AND_SALES
1185,0,1621814400,3.2073861025553283,30242.8871133242,24.0,13.825363546367123,17,3,1,2,1,1,3,2,4,4,2,1,1,0,7,4,16,19,0,7,4,17,19,0,1,5,1,1,0,5,3,4,1,3,3,3,3,4,1,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1186,0,1593043200,4.1190904146703184,28317.45,26.0,5.801855643824593,11,5,1,1,2,5,1,4,1,4,4,1,1,0,5,3,59,25,0,5,3,59,21,0,1,2,2,2,0,2,2,4,5,3,5,5,2,5,5,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1187,0,1082764800,20.288837163472508,152627.76,45.0,28.48111462916493,30,1,1,1,5,5,3,4,4,4,1,1,0,0,7,1,8,22,0,7,5,8,21,0,2,3,4,4,0,4,1,4,1,4,5,5,4,5,5,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1188,0,1568419200,4.899377889002967,51157.05,32.0,31.005090362417956,37,1,1,3,1,4,1,1,1,5,2,1,0,0,7,5,11,28,0,7,5,11,28,0,1,5,1,2,0,5,1,3,5,4,4,4,4,3,5,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1189,0,1606089600,3.705674945813371,27979.350000000002,27.0,30.885895300113233,35,3,4,3,1,3,1,3,1,3,2,1,1,0,5,4,34,24,0,5,4,34,23,0,1,3,1,2,1,4,1,3,1,3,3,5,1,3,1,4,4,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1190,0,1630281600,2.9390767254163825,35617.05,26.0,12.138664396168913,20,4,1,1,4,4,3,4,1,3,3,1,1,0,7,4,33,24,0,7,4,66,21,0,1,4,1,1,1,4,4,1,1,3,3,3,4,1,2,5,5,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1191,1,1536969600,5.895955575519052,40621.35,32.49702775181887,22.404979117710546,28,3,3,3,3,3,3,3,3,3,3,0,0,0,5,3,9,28,0,5,3,8,27,0,0,4,2,2,0,4,1,2,1,3,4,4,1,2,1,5,4,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1192,0,1647475200,2.3942444187770944,34584.321514011535,23.0,11.185641488098831,14,2,5,4,4,1,2,4,1,1,4,1,1,0,6,4,41,24,0,6,4,41,23,0,0,5,1,2,0,5,5,2,5,3,3,3,5,2,5,4,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1193,0,1609459200,3.598898765115219,84614.1,31.584725828971322,19.864145152807943,26,3,3,3,3,3,3,3,3,3,3,0,0,0,7,1,53,21,0,7,1,54,22,0,1,4,1,1,1,4,2,1,2,4,5,3,2,2,2,5,5,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1194,0,1492646400,7.3004730293178195,48427.05,30.0,25.823941571186705,27,1,3,2,3,1,3,3,1,2,2,1,1,1,7,4,29,24,19,7,4,29,27,15,1,4,1,1,0,4,3,3,2,5,5,4,5,4,2,5,5,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1195,0,1465516800,8.1601581764773,87069.6,32.0,11.801653779200656,15,4,1,3,1,1,1,3,3,1,3,1,0,0,6,3,21,23,0,6,4,21,22,0,1,5,5,5,1,5,2,1,2,5,5,5,4,2,2,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1196,1,1564963200,5.008891920488251,33726.0,27.0,13.904750300982233,19,4,5,3,5,5,3,2,3,1,4,1,1,0,8,4,21,22,0,9,5,21,22,0,1,2,2,2,0,1,2,2,1,5,5,5,3,2,2,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1197,0,1511654400,6.6981458561487575,50506.05,28.0,15.545370225789956,21,4,2,3,3,5,3,3,1,1,4,1,1,0,7,4,34,19,0,7,5,34,16,0,0,3,4,4,0,3,2,5,5,5,5,3,4,5,5,5,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1198,0,1622764800,3.177269743896875,51741.9,25.0,23.93494403215875,31,4,2,1,4,4,3,4,3,4,3,1,1,0,7,3,27,20,0,8,3,48,18,0,1,5,3,3,0,5,3,1,5,5,5,5,4,2,5,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1199,0,1662681600,1.9123826802418444,26706.412335610716,22.0,20.278598553677504,24,1,1,4,5,3,1,1,2,5,4,1,1,0,5,4,36,24,0,5,5,36,23,0,0,3,3,3,0,3,5,3,2,3,3,3,5,4,3,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1200,0,1536969600,5.895955575519052,44894.85,29.0,18.42730070603103,23,4,5,3,1,3,4,1,3,1,1,1,1,0,6,4,19,24,0,6,4,19,24,0,1,4,3,4,0,4,1,3,2,3,3,3,1,3,2,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1201,0,1596067200,4.023265637120694,43087.8,25.0,10.859251714909918,17,1,3,2,5,1,5,4,1,4,1,1,1,0,9,5,49,24,0,9,5,49,20,0,1,5,3,4,1,5,5,5,3,3,3,3,5,4,3,4,4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1202,0,1564444800,5.025319025211044,80347.44,29.0,24.24095664641658,28,1,1,3,1,2,3,5,2,1,2,1,1,0,5,4,55,23,0,5,5,55,22,0,1,4,3,4,0,4,5,5,3,3,5,4,5,5,3,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1203,1,1468108800,8.078022652863337,38028.9,31.0,30.026593095084237,35,4,3,5,1,4,1,1,1,4,3,1,0,0,7,3,25,22,0,8,3,25,24,0,1,5,4,4,1,4,1,3,3,5,3,3,1,1,3,5,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1204,0,1449446400,8.669398422883871,101150.64,48.0,5.901649501004264,13,1,2,3,1,2,4,5,1,1,1,1,0,0,6,3,9,29,0,6,3,9,26,0,1,3,4,4,0,3,1,1,2,3,4,4,2,2,3,4,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1205,0,1472688000,7.932916561145335,101431.44,32.0,15.592348209524403,19,1,1,4,3,4,2,3,5,2,2,1,0,0,5,2,33,25,0,5,2,46,25,0,1,5,5,5,1,5,2,1,5,4,5,5,5,2,5,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1206,1,1608768000,3.620801571412276,49606.200000000004,25.0,22.765989578448757,29,3,3,1,2,4,1,2,1,2,3,1,1,0,6,3,9,25,0,6,3,9,24,0,1,5,1,1,0,4,2,1,1,3,5,3,2,1,1,5,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1207,0,1420502400,9.586578436573124,100262.88,41.0,24.94973332626223,28,3,1,1,4,3,4,3,4,4,3,1,0,1,7,3,28,26,18,7,3,28,26,16,3,5,4,4,2,5,2,2,1,3,5,3,3,5,3,4,5,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1208,0,1640390400,2.6187481833219266,42403.200000000004,26.019086359178818,8.249633355635,14,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,17,26,0,7,4,17,28,0,0,1,1,1,0,1,2,1,3,3,3,3,2,2,3,3,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1209,0,1621814400,3.2073861025553283,28972.65,27.32157235376254,14.23527116104658,16,3,3,3,3,3,3,3,3,3,3,0,1,0,8,5,15,20,0,8,5,20,18,0,1,3,3,3,1,3,2,3,3,3,3,4,2,3,4,3,3,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1210,0,1613347200,3.4756954796942745,41811.0,28.435217425506227,32.26852637938689,35,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,54,14,0,5,4,54,17,0,1,3,1,1,1,4,3,3,2,4,3,3,3,3,2,4,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1211,1,1604188800,3.7659076631302772,32724.48544048803,22.32709910001202,1.8631770137334724,9,3,3,3,3,3,3,3,3,3,3,0,1,0,11,4,11,25,0,10,3,11,24,0,0,2,2,1,0,1,1,1,1,4,3,4,1,1,1,5,3,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1212,0,1602633600,3.815188977298655,44247.0,29.644606034936256,5.403543850903078,12,3,3,3,3,3,3,3,3,3,3,0,1,0,7,5,36,18,0,7,5,37,20,0,0,1,1,1,0,2,5,5,3,5,5,4,5,5,3,5,5,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1213,1,1601251200,3.8589945898927684,49729.05,26.63091492054014,24.637738657342865,31,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,23,25,0,8,4,25,27,0,1,3,1,1,1,3,1,1,2,3,3,3,1,1,3,5,3,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1214,0,1587600000,4.2915750142596405,33726.0,27.340126617984282,13.904750300982233,19,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,21,22,0,7,4,21,24,0,0,4,3,4,0,4,4,5,3,4,4,4,5,5,3,5,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1215,0,1582243200,4.4613217630618305,74687.46,51.393482520015695,32.82629309478848,34,3,3,3,3,3,3,3,3,3,3,0,0,0,6,5,39,21,16,6,5,39,22,15,1,4,1,1,1,5,4,3,4,5,4,4,4,3,4,5,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1216,0,1578528000,4.579049346908511,75017.94,29.184055852435296,11.319542923928124,15,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,22,23,19,6,5,22,23,17,2,4,2,2,2,4,3,1,2,4,4,5,3,1,2,4,4,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1217,0,1578182400,4.5900007500570394,29070.300000000003,26.63483363404639,20.74830020613937,24,3,3,3,3,3,3,3,3,3,3,0,1,0,7,3,2,22,0,7,2,20,20,0,1,3,3,4,1,3,2,2,1,5,5,4,2,2,1,5,5,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1218,1,1578009600,4.595476451631304,54909.75,29.100987212520444,1.3040431992411037,9,3,3,3,3,3,3,3,3,3,3,0,1,0,5,3,23,22,15,5,3,24,23,15,1,5,2,2,0,4,1,2,1,4,4,3,1,2,1,5,5,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1219,0,1570924800,4.819980216176136,55883.100000000006,24.899006918993173,14.205958289820977,19,3,3,3,3,3,3,3,3,3,3,0,1,0,5,5,9,34,0,5,5,8,32,0,0,5,2,2,0,5,1,1,1,2,3,4,1,1,1,2,3,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1220,0,1554768000,5.331958313369839,41643.0,31.32563028712906,18.877122339709498,22,3,3,3,3,3,3,3,3,3,3,0,0,0,6,3,43,31,0,6,3,42,29,0,1,4,1,1,1,4,1,2,3,3,4,3,1,2,3,3,4,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1221,1,1551744000,5.427783090919463,82053.9,37.48129406418993,19.471975994664994,26,3,3,3,3,3,3,3,3,3,3,0,0,0,6,3,17,28,0,7,3,18,29,0,1,3,2,2,0,3,1,1,3,5,5,3,1,1,3,5,5,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1222,0,1531612800,6.065702324321242,53875.5,28.25975846155407,2.8384522015105818,9,3,3,3,3,3,3,3,3,3,3,0,1,0,11,3,21,18,0,11,2,21,17,0,1,3,3,4,1,3,2,1,3,3,3,3,2,1,3,3,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1223,0,1527638400,6.191643460529319,48905.85,29.387430345621606,27.750982838380104,29,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,22,24,10,5,4,22,25,10,1,3,3,4,1,3,2,1,1,4,4,4,2,1,1,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1224,0,1522108800,6.366865910905774,25929.75,26.54833668935866,27.973857114903158,35,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,35,30,0,6,5,34,30,0,0,3,3,4,0,3,4,5,3,5,4,4,4,5,3,5,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1225,0,1514937600,6.594107526237738,35796.6,34.19382313475519,28.60575962180623,32,3,3,3,3,3,3,3,3,3,3,0,0,0,6,4,58,29,0,7,4,59,30,0,1,5,4,4,1,5,5,2,4,4,3,4,5,3,4,5,3,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1226,1,1491955200,7.322375835614877,47571.3,27.552127484026673,26.449978609616053,28,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,2,26,0,6,3,12,24,0,1,5,1,1,0,4,1,1,2,3,3,4,1,1,2,5,3,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1227,0,1448496000,8.699514781542323,62916.0,31.976079580887486,29.16925540292234,33,3,3,3,3,3,3,3,3,3,3,0,0,0,6,5,17,21,0,6,5,15,20,0,0,5,4,3,0,5,1,4,3,5,4,5,1,4,3,5,4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1228,0,1384992000,10.711835110084419,50769.6,30.371019398391926,23.74152844152173,30,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,29,20,12,7,4,28,18,13,1,4,4,4,1,4,2,1,3,4,4,5,2,1,3,4,4,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1229,0,1377734400,10.941814576203514,33155.85,31.812767717122277,17.17999473657991,23,3,3,3,3,3,3,3,3,3,3,0,0,0,6,5,25,18,0,6,5,25,18,0,0,4,5,5,0,4,2,2,2,3,3,3,2,2,2,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1230,1,1306022400,13.214230729523159,176620.08000000002,49.802328444385545,10.973401049078392,13,3,3,3,3,3,3,3,3,3,3,0,0,0,7,2,28,23,0,7,2,28,22,0,1,4,5,4,1,3,2,2,2,4,5,5,2,1,2,5,5,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1231,1,1548979200,5.51539431610769,41200.950000000004,28.0,10.010184526383199,13,2,1,1,4,1,4,3,3,1,4,1,1,0,5,4,52,30,0,5,4,66,24,0,0,5,1,1,0,4,4,3,2,3,3,3,4,2,1,5,4,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1232,0,1620518400,3.2484538643623098,27965.467399085417,24.0,27.667620550486312,31,2,2,3,5,5,1,5,1,3,2,1,1,0,7,3,29,23,0,8,3,29,19,0,0,3,1,1,0,3,5,1,2,3,4,4,5,1,2,4,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1233,0,1516665600,6.539350510495096,284610.7,35.0,18.11693590775625,26,3,3,2,3,1,2,5,4,2,1,1,0,1,6,4,41,21,11,6,4,41,22,8,1,4,3,4,1,4,4,3,3,4,3,5,3,2,2,5,4,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1234,0,1607212800,3.6700828855806535,45693.9,30.0,20.15879454237335,24,3,4,4,5,1,5,3,5,1,5,1,1,1,7,4,8,26,21,7,4,8,24,0,3,3,3,4,0,3,3,3,2,3,3,3,5,5,5,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1235,0,1600128000,3.8945866501254858,37054.5,30.0,24.802220917025558,32,2,4,1,1,1,2,4,2,5,5,1,1,0,7,5,1,26,0,7,5,1,27,0,1,3,1,1,1,3,3,1,2,5,5,3,3,1,2,5,5,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1236,0,1621468800,3.218337505703857,41769.0,30.0,6.642231289714731,11,1,1,2,3,1,1,4,1,4,4,1,1,0,5,4,14,21,0,7,4,17,20,0,1,5,1,2,1,5,2,3,3,4,4,3,2,4,3,5,5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1237,1,1643500800,2.520185554985171,28227.28696949504,24.0,18.291831663347647,25,1,2,1,1,3,5,2,1,4,2,1,1,0,7,3,39,22,0,8,3,40,24,0,1,2,1,1,0,1,3,4,4,3,3,3,3,3,2,5,4,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1238,1,1517875200,6.501020599475246,56343.0,29.0,6.99336814295213,8,4,1,1,3,3,1,4,1,1,4,1,1,0,6,3,8,21,0,11,3,8,21,0,0,5,1,1,0,4,4,1,5,3,3,3,4,1,5,5,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1239,0,1064102400,20.88021293349304,140902.2,48.0,6.358355090390192,13,4,2,1,3,2,3,4,2,5,4,1,0,0,7,5,28,21,0,7,5,28,21,0,0,3,4,4,0,3,2,5,3,5,4,4,1,4,2,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1240,0,1441843200,8.910329292151495,95892.24,33.0,7.530699773251582,11,1,1,3,1,2,4,4,1,4,2,1,0,0,9,2,22,21,0,9,3,22,20,0,1,5,5,5,1,5,1,4,1,5,3,4,3,4,2,5,4,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1241,1,1630886400,2.9199117699064576,27935.25,25.0,9.60071452234349,17,1,1,3,2,2,4,1,1,5,3,1,1,0,6,4,35,23,0,6,4,35,38,0,1,4,1,1,1,4,2,1,4,4,3,4,1,1,1,5,4,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1242,1,1623974400,3.1389398328770257,25371.15,26.0,7.6158087560304,12,2,4,2,1,2,1,4,1,5,1,1,1,0,7,5,27,24,0,10,5,27,22,0,1,2,1,2,0,2,3,1,1,3,5,3,1,1,1,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1243,1,1554422400,5.342909716518368,36029.700000000004,29.0,4.3618577629964355,10,1,3,5,5,1,4,5,3,1,2,1,1,0,5,3,54,25,0,7,3,56,22,0,0,5,3,4,0,4,3,1,2,3,3,3,2,1,2,5,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1244,0,1581552000,4.483224569358888,78748.08,27.0,14.636733779219519,22,2,4,4,5,4,5,5,5,1,4,1,1,1,8,3,11,30,13,9,4,38,26,3,3,4,1,1,1,4,4,4,2,4,3,5,5,5,5,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1245,1,1654041600,2.1861677589550546,29685.085960541837,21.0,21.930446852828787,25,2,3,4,4,2,3,1,4,1,1,1,1,0,5,5,57,31,0,5,5,57,28,0,1,2,1,2,0,2,1,2,2,3,3,3,1,2,1,5,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1246,0,1641600000,2.580418272302077,31738.46627967591,23.0,23.782097898076483,28,5,2,2,5,2,5,4,4,2,3,1,1,0,7,5,7,29,0,7,5,17,21,0,1,2,1,1,1,2,3,3,1,3,5,3,3,2,4,4,5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1247,0,1642982400,2.5366126597079637,33967.95748680524,21.0,3.15689844676945,8,4,5,3,4,3,4,5,4,5,2,1,1,0,10,5,4,33,0,10,5,24,27,0,0,5,1,2,0,5,1,3,3,3,3,3,4,5,5,4,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1248,0,1599004800,3.930178710358203,55802.25,30.0,22.18077000829937,27,3,4,4,4,1,1,5,2,1,1,1,1,0,6,4,34,28,0,6,4,34,28,0,0,2,2,3,0,3,1,2,2,5,5,5,1,2,2,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1249,0,1654992000,2.1560514002966014,30928.550589002007,22.0,21.45297738658213,25,1,4,1,2,1,2,1,3,4,4,1,1,0,8,5,8,31,0,8,5,8,34,0,0,3,3,4,0,3,3,1,3,5,5,5,3,1,3,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1250,0,1163548800,17.728946677503995,144930.6,48.0,28.467411495632174,31,2,3,2,2,5,1,1,4,2,3,1,0,1,7,2,24,27,25,7,2,24,27,16,3,4,4,4,3,4,1,1,1,4,5,4,2,3,3,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1251,0,1616371200,3.379870702144651,33504.63653469061,24.0,28.836001542091644,36,3,1,4,2,3,1,3,4,1,3,1,1,0,6,5,42,21,0,6,5,42,23,0,0,1,1,1,0,1,4,4,2,4,5,5,4,3,2,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1252,0,1465430400,8.162896027264432,46520.25,31.0,23.143148324319135,26,5,2,3,3,3,3,5,1,1,4,1,0,0,5,4,23,29,0,7,4,23,29,0,1,5,4,4,1,5,1,2,2,5,5,4,1,1,2,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1253,1,1422748800,9.51539431610769,108190.08,35.0,24.488328949811805,31,3,4,1,1,1,4,3,4,5,1,1,0,0,7,1,23,25,0,8,2,23,25,0,1,3,4,4,1,3,1,2,1,5,5,5,1,2,1,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1254,0,1620777600,3.2402403120009136,26246.850000000002,26.0,2.892533688670892,9,1,1,4,1,2,3,1,1,5,5,1,1,0,11,3,10,29,0,11,3,10,25,0,0,3,1,1,0,3,1,2,2,4,4,3,2,4,3,5,5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1255,0,1584489600,4.390137642596396,33566.4,27.0,7.824036459656346,12,4,1,1,2,1,1,4,4,3,5,1,1,0,5,4,30,24,0,5,4,30,22,0,1,3,3,4,1,3,5,4,2,3,3,5,5,4,2,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1256,0,1514419200,6.61053463096053,200777.2,35.0,5.81956700932374,11,3,3,4,1,5,1,2,3,2,2,1,0,0,5,3,16,25,0,5,4,16,25,0,0,4,3,4,0,4,2,1,3,4,3,4,2,2,3,5,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1257,0,1517270400,6.520185554985171,39110.4,30.0,13.9281039210092,16,1,4,4,1,2,3,5,3,4,2,1,1,0,7,5,10,22,0,7,5,10,21,0,1,2,1,1,1,3,2,5,5,5,4,3,5,5,5,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1258,0,1592611200,4.132779668605979,51503.55,30.0,15.992846516947765,20,1,4,3,1,2,1,1,2,1,2,1,1,0,5,5,12,27,0,5,5,12,30,0,1,5,1,1,1,5,4,3,1,5,5,4,4,3,1,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1259,0,1636329600,2.7474271703171356,44381.4,25.0,24.99685750594334,29,2,1,4,2,4,4,3,2,5,1,1,1,0,7,5,7,32,0,7,5,7,32,0,0,5,3,4,0,5,2,2,4,5,4,4,3,2,5,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1260,1,1535328000,5.947974740474562,53928.0,31.0,11.347068411651037,19,3,1,1,5,1,4,3,2,1,4,1,0,0,8,4,9,25,0,8,4,9,28,0,1,5,1,1,0,4,1,1,3,5,5,4,1,1,3,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1261,0,1407801600,9.989042502281544,39606.0,31.0,23.569209591829377,31,4,1,2,1,1,4,3,3,4,3,1,0,0,6,5,13,21,0,6,5,13,16,0,1,5,5,5,0,5,3,3,1,5,5,4,5,4,2,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
